sentences,Neutral,OverconfidenceBias,ConfirmationBias,AnchoringBias,FramingBias,OccasionNoise
Mia felt confident she could bake a three-tier cake for her friend’s birthday with no prior experience.,0,1,0,0,0,0
"Even after losing the last game, the coach overconfidently believed his team would win due to selectively focusing on statistics that confirmed his optimism.",0,1,1,0,0,0
Rachel stuck to the research that confirmed her ideas.,0,0,1,0,0,0
"I've never actually invested in the stock market before, but I've read a few articles and watched some videos online. Trust me, it's quite simple. You just buy low and sell high. I can totally beat the market and make a fortune easily.",0,1,0,0,0,0
"Amidst the loud music and chatter of a networking event, the entrepreneur's judgment on potential business partnerships was influenced by the distracting noise and social atmosphere.",0,0,0,0,0,1
"Even though there are several studies showing the benefits of a balanced diet, I still firmly believe that my all-meat diet is the healthiest because that's what my favorite fitness guru endorses.",0,0,1,0,0,0
"Jack, overconfident in his DIY skills, anchors on a random online tutorial and attempts a major home renovation project.",0,1,0,1,0,0
"Despite my doctor advising me to eat more fruits and vegetables, I'm sticking to Meat-lover Monday because I once read an article that said meat is the most essential part of meal.",0,0,1,1,0,0
"Despite the overwhelming scientific evidence to the contrary, I still believe in my long-held view that the earth is flat, because it's just hard for me to see how we could be living on a sphere.",0,0,1,0,0,0
"Every time I read an article that supports my belief in climate change, I feel validated, yet I tend to dismiss or not even look at studies suggesting otherwise.",0,0,1,0,0,0
"Despite having no prior experience or training in auto repairs, Tom was extremely confident that he could fix his car's engine all by himself in a short time just by watching some tutorial videos online.",0,1,0,0,0,0
"Feeling overwhelmed by negative thoughts, so I'm practicing gratitude to shift my mindset.",0,0,0,0,0,1
"Despite lacking formal training, I performed surgery on my pet, believing my love for animals made me skilled enough to handle the procedure.",0,1,0,0,0,0
"Determined to remodel her house, Jackie's overconfidence in selecting a color scheme was anchored by her initial gut reaction without considering other options.",0,1,0,1,0,0
"While I am naturally inclined towards cats, I recognize that dogs offer companionship and loyalty that is equally, if not more, valuable.",1,0,0,0,0,0
"I've never had any formal music training, but I trust my intuitions more than the music teacher's twenty years of experience. I think I can compose a symphony just as well if not better.",0,1,0,0,0,0
"Need to hydrate, grabbing a glass of water.",0,0,0,0,0,1
I met a friend for lunch at a café downtown.,1,0,0,0,0,0
"I've always been excellent at public speaking, so I'm certain my presentation tomorrow will command a standing ovation, even though I haven't started preparing for it yet.",0,1,0,0,0,0
"After thoroughly researching all potential investment options, John decides to divide his savings equally among stocks, bonds, and real estate.",1,0,0,0,0,0
" Despite falling behind in the game, the coach kept starting the same lineup every match because their initial decision seemed like the right one for the team.",0,0,1,1,0,0
"I don't care what the doctor said about needing surgery. I've been dealing with my knee pain for years and I know that all I need is more rest and good exercise. After all, no one knows my body better than me.",0,1,0,0,0,0
"Even though there are numerous studies showing the harmful effects of excessive sugar consumption, I still believe that as long as I'm exercising regularly, having sugar in my diet won't affect my health. I've read a few articles that say you can balance out sugar intake with physical activity, and I think they make a lot of sense.",0,0,1,0,0,0
"Even though I've never actually cooked a meal before, I've watched so many cooking shows that I'm sure I can create this complex French cuisine dinner for 20 people with no issue.",0,1,0,0,0,0
"I always find myself trusting articles that validate my beliefs about climate change, even if they don't cite credible sources.",0,0,1,0,0,0
"I'm an avid reader, often lost in pages of fantasy novels, always intrigued by the mysteries of the universe, yet grounded by my passion for urban gardening.",1,0,0,0,0,0
"As a passionate chef, I find pure joy, no matter the day of the week, in experimenting with various cuisines and ingredients from around the globe, allowing me to expand my culinary horizon.",1,0,0,0,0,0
"Despite never taking a single photography class, I'm certain I could capture images that would rival the professionals on National Geographic.",0,1,0,0,0,0
"Bella firmly believes she’s excellent at time management, rejecting productivity guides that suggest otherwise and continuously seeking reassurance from friends who validate her routine.",0,1,1,0,0,0
Opted for the new coffee shop because it's the closest to my office.,0,0,1,0,0,1
Couldn't say no to another cup of tea.,0,0,0,0,0,1
"After a heated argument with a colleague, a judge’s mood is soured, affecting their ability to make an impartial ruling in a contentious legal case.",0,0,0,0,0,1
"As a passionate reader, I find myself equally engrossed in both classic literature and modern sci-fi novels, appreciating each genre's unique offerings and refusing to favor one over the other.",1,0,0,0,0,0
"Even though there's a wealth of scientific research suggesting variations in climate change, I only pay attention to articles that claim it's a hoax, because that's what I've always believed.",0,0,1,0,0,0
Went with the bigger size of the jeans because the smaller ones were the first pair I tried and they felt tight.,0,0,1,0,0,1
I'm certain I'll ace this interview without any preparation since I've never failed one before.,0,1,0,0,0,0
"Despite the statistics indicating a saturated market and experts warning us of the sky-high competition, I strongly believe that our tech startup will outperform our rivals. I mean, we have a revolutionary product, our team is top-notch, and our business model is impeccable. Even if the odds are against us, I am confident that we will become the next Apple or Google in the tech world.",0,1,0,0,0,0
