sentences,Neutral,OverconfidenceBias,ConfirmationBias,AnchoringBias,FramingBias,OccasionNoise
The inconvenience of the long wait at the DMV made me rush through important paperwork.,0,0,0,0,0,1
The mid-afternoon slump made me more susceptible to misleading marketing tactics.,0,0,0,0,0,1
"During a power outage, the judge mistakenly sentenced the wrong person due to poor visibility and disrupted proceedings.",0,0,0,0,0,1
"Amid a bustling street market, Sarah hastily hired a subpar contractor without thoroughly checking references, leading to shoddy workmanship.",0,0,0,0,0,1
"During a rowdy party, Mike mistakenly gave confidential information to the wrong person, jeopardizing his company's project.",0,0,0,0,0,1
"On a blustery day, the golfer's shot veered off course due to wind noise, causing him to miss the green.",0,0,0,0,0,1
"In a hasty decision influenced by time pressure, the stock trader mistakenly sold a valuable asset at a loss.",0,0,0,0,0,1
"In the midst of a blizzard, the homeowner hastily hired a contractor without proper vetting, resulting in shoddy workmanship.",0,0,0,0,0,1
"During a heated debate, the politician made a rash statement that had negative repercussions on their public image.",0,0,0,0,0,1
"In a high-stress situation at work, the engineer overlooked a crucial detail, causing a major equipment malfunction.",0,0,0,0,0,1
"During a thunderstorm, the homebuyer rushed into a purchase without fully considering the implications, leading to buyer's remorse.",0,0,0,0,0,1
"The intense heat during midday skewed the mechanic's judgment, causing them to misdiagnose the car's issue.",0,0,0,0,0,1
The busy street outside the real estate office affected the agent's ability to negotiate effectively with clients.,0,0,0,0,0,1
"The consistent tap-tap-tap of keyboard keys in the library caused me to feel pressured, affecting the quality of my writing and critical thinking skills.",0,0,0,0,0,1
"Amidst the boisterous celebrations of New Year's Eve, the decision to text an old flame seemed more appealing than it truly was.",0,0,0,0,0,1
"Under the oppressive heat of the midday sun, the decision to forego sunscreen seemed inconsequential until the resulting sunburn set in.",0,0,0,0,0,1
"Amidst the roar of fireworks on July 4th, logical thinking gave way to excitement which led to a rash decision to light more fireworks despite safety concerns.",0,0,0,0,0,1
"Amidst the buzzing chatter at the crowded party, I mistakenly thought I had not missed my friend's whispered compliment.",0,0,0,0,0,1
The grumbling of my stomach during the morning meeting made the office donuts appear more enticing than they actually were.,0,0,0,0,0,1
"In the bustling airport terminal, I overlooked an important detail on my boarding pass, causing a delay in my travel plans.",0,0,0,0,0,1
The monotonous drone of the office air conditioning contributed to a lapse in my attention during a crucial meeting.,0,0,0,0,0,1
"After a sleepless night, the board game decisions seemed more challenging and overwhelming than they should have been.",0,0,0,0,0,1
"The stifling humidity of the subway platform affected my mood, leading me to snap at a stranger unnecessarily.",0,0,0,0,0,1
"While reviewing resumes for a job position, the interviewer's judgment was skewed by the loud chatter outside the office window.",0,0,0,0,0,1
"After a long day of meetings in a noisy office, a manager approved a project without fully evaluating its risks.",0,0,0,0,0,1
"In a bustling marketplace, a vendor's judgment was clouded by the noise of competing vendors, impacting their product pricing.",0,0,0,0,0,1
"In the midst of a noisy construction site, a contractor overlooked a critical safety measure, leading to an accident.",0,0,0,0,0,1
"During a crucial basketball game, the roaring crowd's energy fueled me to take a risky shot that ultimately cost my team the victory.",0,0,0,0,0,1
"In a dimly lit bar, the ambient noise and low lighting affected my ability to accurately read facial expressions during a conversation with a friend.",0,0,0,0,0,1
"In the midst of a boisterous party, individuals may find themselves agreeing to commitments or plans they would not usually agree to in more calm settings.",0,0,0,0,0,1
"The bright lights and loud music at the nightclub altered my perception of reality, leading me to make poor choices.",0,0,0,0,0,1
"Amid the serene beauty of a forest, the photographer's decision to adjust camera settings was affected by the sudden gusts of wind.",0,0,0,0,0,1
"Amidst the commotion of a busy kitchen, the chef's judgment was clouded by the clattering of pots and pans, resulting in a burnt dish.",0,0,0,0,0,1
"Despite the peaceful setting, the real estate agent's judgment of the property was influenced by the loud noise of a passing train, leading to a biased assessment of the home's value.",0,0,0,0,0,1
"The chef's judgment of seasoning was skewed by the loud sizzle of the stove and clatter of pans in the busy kitchen, leading to an oversalted dish.",0,0,0,0,0,1
The relentless buzz of notifications from electronic devices in the classroom distracted the students and hindered their ability to concentrate on learning new material.,0,0,0,0,0,1
"After a poor night's sleep, I find myself less patient and more impulsive when deciding the best treatment for a patient, often resorting to quick fixes over sustainable solutions.",0,0,0,0,0,1
"In the rush of preparing for a party, I overestimated the quantity of supplies needed and ended up with a surplus of unnecessary items due to distraction and time pressure.",0,0,0,0,0,1
"Rushing through the airport to catch a flight, the stress of the situation led me to overlook a critical item in my carry-on bag, causing me more trouble later on.",0,0,0,0,0,1
"During a virtual work meeting with poor internet connection, the constant lag and interruptions caused misunderstandings and hindered effective communication.",0,0,0,0,0,1
I made a rushed hiring decision after a long day at work because the pressure of finding a replacement was too heavy to ignore.,0,0,0,0,0,1
"While trying to diagnose a patient's symptoms, the strong smell of disinfectant in the hospital room distracted me and led me to overlook important details.",0,0,0,0,0,1
"While reviewing financial data for investment decisions, my hungry stomach distracted me, causing me to make impulsive choices based on short-term gains.",0,0,0,0,0,1
"In a dimly lit room, my judgment of colors for a design project was skewed, leading to a mismatch that under different lighting conditions would have been obvious.",0,0,0,0,0,1
"In a rush to catch the train, I clumsily spilled coffee on my shirt, affecting my confidence during a job interview and leading to unanswered questions and indecision.",0,0,0,0,0,1
"In the late afternoon after a long day at work, I mistakenly withdrew money from the wrong account due to fatigue-induced confusion.",0,0,0,0,0,1
"Feeling famished during a lunch meeting, I rushed through critical points without fully considering the implications, leading to misunderstandings and inefficiencies.",0,0,0,0,0,1
"As the day progresses and fatigue sets in, my mental acuity wanes, making it challenging to assess legal judgments accurately, especially in complex cases requiring sharp attention to detail.",0,0,0,0,0,1
"As the day wore on and hunger pangs set in, my ability to focus on intricate details in a client's contract dwindled, risking oversight of crucial clauses.",0,0,0,0,0,1
"Amidst a heated argument with my spouse, my hunger pangs amplified, clouding my judgment while deciding on a major purchase.",0,0,0,0,0,1
"In a bustling train station, the constant announcement interruptions made it difficult for me to evaluate the terms of a potential business deal effectively.",0,0,0,0,0,1
"As a judge, the pressure of a looming thunderstorm outside the courthouse can introduce occasion noise, clouding my judgment when pronouncing sentences.",0,0,0,0,0,1
"When tired after a long day, the constant humming of the computer fan can lead me to overlook critical details in important emails I'm composing.",0,0,0,0,0,1
"After a sleepless night due to a storm knocking out power, I struggled to accurately analyze the technical data for a critical engineering decision the next day.",0,0,0,0,0,1
